State;Location;Date Posted;Date Collected;Sample Type;Unit;Ba-140;Co-60;Cs-134;Cs-136;Cs-137;I-131;I-132;I-133;Te-129;Te-129m;Te-132
TN;Oak Ridge/Y-12 ;1302652800000000000;1301529600000000000;Precipitation;pCi/l;;;1.3;;1.4;20.0;;;;;
WA;Olympia;1301875200000000000;1300320000000000000;Precipitation;pCi/l;;;;;;;;;;;
WA;Olympia;1301875200000000000;1300924800000000000;Precipitation;pCi/l;;;;;;125.0;;;;;
WA;Olympia;1302652800000000000;1301356800000000000;Precipitation;pCi/l;;;;;;37.0;;;;;
WA;Olympia;1302652800000000000;1301529600000000000;Precipitation;pCi/l;;;;;;6.7;;;;;
WA;Olympia;1302652800000000000;1301875200000000000;Precipitation;pCi/l;;;;;;12.0;;;;;
WA;Olympia;1302825600000000000;1302134400000000000;Precipitation;pCi/l;;;;;;7.4;;;;;
WA;Olympia;1304380800000000000;1303084800000000000;Precipitation;pCi/l;;;;;;;;;;;
WA;Olympia;1306195200000000000;1303689600000000000;Precipitation;pCi/l;;;;;;1.7;;;;;
WA;Olympia;1306195200000000000;1303948800000000000;Precipitation;pCi/l;;;;;;;;;;;
OH;Painesville;1301875200000000000;1300147200000000000;Precipitation;pCi/l;;;;;;;;;;;
OH;Painesville;1301875200000000000;1301011200000000000;Precipitation;pCi/l;;;;;;46.8;;;;;
OH;Painesville;1302652800000000000;1301961600000000000;Precipitation;pCi/l;;;;;;6.0;;;;;
OR;Portland;1301875200000000000;1301011200000000000;Precipitation;pCi/l;;;;;;86.8;;;;;
CA;Richmond;1301875200000000000;1300147200000000000;Precipitation;pCi/l;;;;;;;;;;;
CA;Richmond;1301875200000000000;1300752000000000000;Precipitation;pCi/l;;;;;;138.0;;;;;5.96
CA;Richmond;1301875200000000000;1300752000000000000;Precipitation;pCi/l;;;;;;138.0;;;;;5.96
CA;Richmond;1302393600000000000;1301270400000000000;Precipitation;pCi/l;;;;;;;;;;;
CA;Richmond;1304380800000000000;1303430400000000000;Precipitation;pCi/l;;;5.2;;5.5;;;;;;
CNMI;Saipan;1302393600000000000;1301270400000000000;Precipitation;pCi/l;;;;;;;;;;;
CNMI;Saipan;1302652800000000000;1301788800000000000;Precipitation;pCi/l;;;;;;;;;;;
UT;Salt Lake City;1302220800000000000;1300320000000000000;Precipitation;pCi/l;;;;;;8.1;;;;;
UT;Salt Lake City;1302652800000000000;1301270400000000000;Precipitation;pCi/l;;;1.4;;;190.0;;;;;
UT;Salt Lake City;1303257600000000000;1301875200000000000;Precipitation;pCi/l;;;;;;8.2;;;;;
UT;Salt Lake City;1303257600000000000;1302134400000000000;Precipitation;pCi/l;;;;;;14.0;;;;;
UT;Salt Lake City;1304380800000000000;1303344000000000000;Precipitation;pCi/l;;;;;;;;;;;
MN;St. Paul;1301875200000000000;1300752000000000000;Precipitation;pCi/l;;;;;;32.3;;;;;
MN;St. Paul;1302393600000000000;1301356800000000000;Precipitation;pCi/l;;;;;;16.0;;;;;
MN;Welch;1301875200000000000;1300320000000000000;Precipitation;pCi/l;;;;;;;;;;;
MN;Welch/510;1302652800000000000;1301875200000000000;Precipitation;pCi/l;;;;;;9.1;;;;;
NC;Wilmington;1302393600000000000;1301356800000000000;Precipitation;pCi/l;;;;;;19.0;;;;;
NC;Wilmington;1302652800000000000;1302048000000000000;Precipitation;pCi/l;;;;;;3.6;;;;;
NY;Yaphank;1302825600000000000;1301875200000000000;Precipitation;pCi/l;;;;;;15.0;;;;;
NY;Yaphank;1304380800000000000;1302825600000000000;Precipitation;pCi/l;;;;;;;;;;;
NY;Yaphank;1304380800000000000;1303171200000000000;Precipitation;pCi/l;;;;;;;;;;;
NY;Albany;1306195200000000000;1303776000000000000;Precipitation ;pCi/l;;;;;;;;;;;
GA;Atlanta;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
GA;Atlanta ;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
MA;Boston;1303776000000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
MA;Boston;1306195200000000000;1304035200000000000;Precipitation ;pCi/l;;;;;;;;;;;
MA;Boston;1306195200000000000;1303689600000000000;Precipitation ;pCi/l;;;;;;;;;;;
NC;Charlotte;1306195200000000000;1304035200000000000;Precipitation ;pCi/l;;;;;;;;;;;
NC;Charlotte;1306195200000000000;1303776000000000000;Precipitation ;pCi/l;;;;;;;;;;;
NH;Concord;1303776000000000000;1303084800000000000;Precipitation ;pCi/l;;;;;;;;;;;
NH;Concord;1306195200000000000;1303689600000000000;Precipitation ;pCi/l;;;;;;;;;;;
CO;Denver;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;6.8;;;;;
CO;Denver;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
CO;Denver;1306195200000000000;1303689600000000000;Precipitation ;pCi/l;;;;;;;;;;;
PA;Harrisburg;1306195200000000000;1304121600000000000;Precipitation ;pCi/l;;;;;;;;;;;
CT;Hartford;1303776000000000000;1302825600000000000;Precipitation ;pCi/l;;;;;;;;;;;
CT;Hartford;1303776000000000000;1303084800000000000;Precipitation ;pCi/l;;;;;;2.5;;;;;
HI;Honolulu;1306195200000000000;1301875200000000000;Precipitation ;pCi/l;;;;;;;;;;;
KS;Kansas City ;1303689600000000000;1302825600000000000;Precipitation ;pCi/l;;;;;;1.5;;;;;
TN;Knoxville;1303776000000000000;1303171200000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Knoxville;1306195200000000000;1303776000000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Knoxville;1306195200000000000;1304035200000000000;Precipitation ;pCi/l;;;;;;;;;;;
MI;Lansing ;1303689600000000000;1302480000000000000;Precipitation ;pCi/l;;;;;;3.7;;;;;
AR;Little Rock;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
AL;Montgomery/408;1303776000000000000;1303084800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Nashville ;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K25;1303776000000000000;1303084800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K25;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/K-25;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;1303776000000000000;1303084800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Melton;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y12E;1303776000000000000;1303084800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y12E;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
TN;Oak Ridge/Y-12E;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
WA;Olympia;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;6.1;;;;;
OH;Painesville;1306195200000000000;1304035200000000000;Precipitation ;pCi/l;;;;;;;;;;;
OR;Portland;1306195200000000000;1303257600000000000;Precipitation ;pCi/l;;;;;;;;;;;
CA;Richmond;1303689600000000000;1302739200000000000;Precipitation ;pCi/l;;;8.9;;7.9;5.9;;;;;
CA;Richmond;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;6.6;;5.8;;;;;;
UT;Salt Lake City;1306195200000000000;1302739200000000000;Precipitation ;pCi/l;;;;;;;;;;;
UT;Salt Lake City;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
NY;Yaphank;1306195200000000000;1303948800000000000;Precipitation ;pCi/l;;;;;;;;;;;
